0,1,2,3,4,5,6,7,8,9,10
502.0,2011,19,3,1,0,3,27.06,29.545,94,7.0015
506.0,2012,5,3,0,1,2,28.7,33.335,79,19.9995
508.0,2011,7,3,0,1,2,25.42,29.545,78,12.998
514.0,2011,4,2,0,1,3,20.5,24.24,88,32.9975
516.0,2011,6,2,0,1,2,27.88,31.82,89,6.0032
517.0,2011,22,2,0,0,1,27.06,30.305,78,15.0013
520.0,2012,13,1,0,0,2,18.86,22.725,82,11.0014
523.0,2011,3,3,0,1,1,26.24,31.06,57,8.9981
524.0,2011,4,1,0,1,1,8.2,10.605,75,8.9981
526.0,2011,2,2,0,1,2,29.52,35.605,84,11.0014
528.0,2012,0,2,0,1,1,16.4,20.455,43,8.9981
529.0,2011,13,1,0,1,2,16.4,20.455,76,8.9981
534.0,2011,6,2,0,1,1,23.78,27.275,88,0
541.0,2012,7,3,0,0,1,28.7,33.335,79,6.0032
546.0,2012,9,4,0,1,2,17.22,21.21,77,0
547.0,2012,19,1,0,1,3,9.84,12.88,87,7.0015
559.0,2011,10,1,0,1,1,18.04,21.97,33,15.0013
561.0,2011,19,4,0,1,1,13.94,17.425,46,7.0015
567.0,2012,9,3,0,1,1,24.6,30.305,64,8.9981
569.0,2011,5,1,0,0,1,4.92,8.335,74,6.0032
570.0,2011,11,2,0,1,1,21.32,25,77,23.9994
573.0,2011,3,2,0,0,1,21.32,25,59,7.0015
574.0,2012,11,4,0,1,1,13.94,15.91,46,15.0013
580.0,2012,10,4,0,1,2,23.78,27.275,88,12.998
582.0,2012,14,1,0,0,1,12.3,15.15,61,11.0014
594.0,2012,17,1,0,1,3,13.94,15.91,87,15.0013
595.0,2011,0,4,0,1,1,10.66,12.88,48,11.0014
597.0,2011,1,1,0,1,1,8.2,8.335,44,27.9993
600.0,2011,13,2,0,0,1,20.5,24.24,34,26.0027
603.0,2011,4,1,0,0,1,13.94,16.665,66,11.0014
604.0,2011,9,4,0,1,2,16.4,20.455,66,6.0032
611.0,2012,18,3,0,0,1,29.52,34.85,79,8.9981
614.0,2012,16,2,0,1,2,24.6,31.06,53,26.0027
615.0,2011,5,4,0,1,3,18.86,22.725,100,11.0014
618.0,2011,20,4,0,1,1,20.5,24.24,77,7.0015
620.0,2011,20,2,0,1,1,26.24,29.545,78,7.0015
623.0,2011,5,4,0,0,1,9.84,12.12,87,8.9981
628.0,2012,4,3,0,1,1,22.14,25.76,77,0
629.0,2012,3,1,0,1,2,12.3,16.665,61,0
637.0,2012,11,3,0,1,1,32.8,37.88,55,7.0015
638.0,2011,10,4,0,1,1,10.66,11.365,52,22.0028
644.0,2011,23,2,0,0,1,18.86,22.725,77,12.998
645.0,2011,14,2,0,1,1,31.98,33.335,24,22.0028
666.0,2012,14,1,0,0,2,13.12,15.15,66,15.0013
674.0,2011,6,1,0,1,1,13.94,15.15,46,19.9995
678.0,2012,8,1,0,1,2,9.02,12.88,55,6.0032
679.0,2011,0,1,0,1,2,13.94,17.425,100,6.0032
682.0,2012,9,1,0,1,2,13.94,14.395,42,35.0008
683.0,2011,14,1,0,1,1,8.2,9.09,34,19.9995
685.0,2012,3,3,0,1,1,28.7,33.335,79,19.0012
691.0,2012,8,1,0,1,1,18.04,21.97,82,0
695.0,2012,20,3,0,1,1,27.06,31.06,61,7.0015
696.0,2012,22,2,0,1,1,16.4,20.455,37,32.9975
700.0,2011,7,2,0,1,1,22.14,25.76,45,16.9979
701.0,2012,8,2,0,0,1,21.32,25,48,0
703.0,2011,9,2,0,1,2,30.34,35.605,74,15.0013
706.0,2011,4,4,0,1,2,18.04,21.97,100,15.0013
707.0,2012,20,3,0,0,3,27.06,29.545,89,27.9993
709.0,2011,5,2,0,1,3,9.84,11.365,93,15.0013
718.0,2011,18,2,0,0,2,15.58,19.695,82,7.0015
719.0,2012,10,2,0,1,2,23.78,27.275,68,27.9993
725.0,2012,7,1,0,0,2,12.3,13.635,52,19.9995
727.0,2012,11,2,0,1,2,25.42,31.06,59,19.9995
735.0,2012,19,2,0,0,1,22.14,25.76,16,22.0028
745.0,2012,13,2,0,0,1,25.42,31.06,33,19.9995
747.0,2012,19,4,0,1,1,19.68,23.485,67,15.0013
751.0,2011,12,3,0,1,2,27.06,29.545,94,15.0013
753.0,2012,22,2,0,1,1,24.6,28.03,83,8.9981
754.0,2011,20,2,0,1,1,24.6,31.06,33,19.9995
756.0,2012,3,3,0,1,1,29.52,34.09,66,0
759.0,2012,21,2,0,0,1,26.24,31.06,50,0
760.0,2011,14,4,0,1,1,13.94,16.665,31,8.9981
761.0,2011,21,3,0,1,1,30.34,35.605,74,8.9981
764.0,2012,15,3,0,0,3,30.34,35.605,74,8.9981
765.0,2012,9,4,0,1,1,22.14,25.76,60,19.0012
767.0,2011,10,2,0,0,2,28.7,32.575,61,7.0015
773.0,2012,0,4,0,0,1,18.04,21.97,62,11.0014
775.0,2012,9,3,1,0,1,31.16,34.85,52,0
782.0,2011,17,2,0,0,3,23.78,27.275,49,19.0012
783.0,2011,7,3,0,0,1,26.24,30.305,65,0
787.0,2011,6,1,0,1,2,6.56,11.365,55,0
789.0,2012,12,3,0,1,2,29.52,34.85,79,15.0013
790.0,2012,21,1,0,0,1,11.48,13.635,56,15.0013
793.0,2011,12,4,0,1,1,22.96,26.515,56,19.9995
795.0,2011,9,3,0,0,1,19.68,23.485,67,16.9979
798.0,2011,1,4,0,1,2,17.22,21.21,82,11.0014
800.0,2011,8,4,0,0,1,18.86,22.725,82,0
801.0,2012,20,1,0,0,2,6.56,6.06,43,36.9974
804.0,2011,13,3,0,1,1,29.52,33.335,54,7.0015
805.0,2012,3,4,0,1,2,12.3,15.15,65,8.9981
806.0,2011,12,2,0,0,1,30.34,34.85,66,6.0032
808.0,2011,6,3,0,0,1,18.04,21.97,77,16.9979
809.0,2012,5,3,0,0,1,20.5,24.24,72,0
812.0,2012,7,2,0,0,1,22.96,26.515,88,0
817.0,2011,9,2,0,1,1,22.14,25.76,56,11.0014
823.0,2011,1,1,0,1,3,9.02,11.365,93,8.9981
824.0,2011,19,3,0,1,1,27.06,29.545,89,11.0014
829.0,2011,17,4,0,0,1,23.78,27.275,49,31.0009
835.0,2011,2,2,0,1,1,21.32,25,63,15.0013
839.0,2011,12,3,0,1,1,33.62,36.365,38,19.9995
841.0,2011,20,3,0,1,1,29.52,34.85,74,16.9979
845.0,2012,5,2,0,0,1,22.96,26.515,88,6.0032
850.0,2011,7,2,0,1,2,21.32,25,94,16.9979
853.0,2012,12,4,0,1,2,19.68,23.485,69,12.998
855.0,2011,18,2,0,1,1,24.6,31.06,55,11.0014
862.0,2012,18,3,0,1,1,27.88,31.82,57,16.9979
864.0,2012,0,1,0,1,1,3.28,3.03,42,22.0028
865.0,2012,7,3,0,1,3,27.06,30.305,83,15.0013
867.0,2012,8,1,0,1,1,9.84,12.12,70,8.9981
869.0,2012,23,1,1,0,3,10.66,11.365,70,19.9995
871.0,2012,12,2,0,1,2,25.42,30.305,65,22.0028
874.0,2012,21,2,0,1,1,26.24,30.305,65,11.0014
877.0,2012,11,3,0,1,2,27.88,31.82,79,43.0006
884.0,2012,7,4,0,1,1,18.86,22.725,82,7.0015
885.0,2012,23,3,0,1,1,22.96,26.515,68,7.0015
893.0,2011,9,1,0,0,1,11.48,14.395,56,7.0015
894.0,2012,6,3,0,1,1,28.7,32.575,58,7.0015
897.0,2011,8,3,0,1,1,31.16,35.605,58,15.0013
904.0,2012,20,3,0,1,1,28.7,32.575,54,19.0012
905.0,2012,14,2,0,0,1,20.5,24.24,22,19.9995
910.0,2012,4,1,0,0,1,9.84,12.88,81,6.0032
911.0,2011,16,3,0,0,2,22.96,26.515,64,11.0014
912.0,2011,1,4,0,1,1,9.84,14.395,65,0
918.0,2012,7,2,0,1,2,16.4,20.455,82,8.9981
922.0,2012,22,2,0,1,1,21.32,25,77,6.0032
925.0,2012,3,3,0,1,2,25.42,27.275,94,19.0012
927.0,2011,9,2,0,0,2,27.88,31.82,74,7.0015
930.0,2011,18,1,0,0,1,16.4,20.455,43,23.9994
931.0,2012,12,3,0,1,1,31.98,35.605,49,8.9981
933.0,2011,14,4,0,1,2,18.86,22.725,67,0
934.0,2011,8,4,0,1,2,13.94,15.91,66,15.0013
935.0,2012,23,3,0,1,1,30.34,35.605,79,8.9981
936.0,2012,23,3,0,1,1,30.34,35.605,74,6.0032
938.0,2012,19,1,0,1,1,13.12,16.665,33,7.0015
939.0,2011,0,4,0,1,1,8.2,11.365,69,6.0032
948.0,2012,7,3,0,0,1,31.98,37.88,66,7.0015
949.0,2011,23,3,0,0,2,29.52,34.09,70,11.0014
950.0,2012,11,2,0,1,1,18.86,22.725,36,8.9981
951.0,2011,5,1,0,1,1,12.3,14.395,81,15.0013
957.0,2012,19,4,0,1,2,13.94,16.665,61,8.9981
965.0,2011,13,2,0,1,1,32.8,34.09,24,23.9994
966.0,2011,8,1,0,1,1,6.56,11.365,59,0
968.0,2012,15,1,0,1,1,18.04,21.97,62,32.9975
969.0,2012,3,3,0,1,1,25.42,29.545,73,16.9979
972.0,2011,6,2,0,1,2,22.14,25.76,68,19.0012
973.0,2012,1,4,1,0,1,13.94,16.665,87,11.0014
979.0,2012,20,4,0,1,1,12.3,13.635,49,23.9994
983.0,2011,18,4,0,1,1,13.94,15.91,42,15.0013
985.0,2012,2,2,0,1,1,21.32,25,77,6.0032
991.0,2012,4,2,0,0,1,14.76,18.18,71,7.0015
993.0,2011,21,3,0,1,1,28.7,31.82,45,12.998
997.0,2012,2,1,0,1,1,8.2,11.365,51,6.0032
998.0,2012,12,1,0,1,1,15.58,19.695,46,26.0027
1007.0,2012,1,4,0,0,2,16.4,20.455,87,7.0015
1009.0,2012,21,1,0,1,1,24.6,31.06,43,26.0027
1014.0,2011,11,2,0,1,2,22.14,25.76,68,11.0014
1016.0,2011,14,2,0,1,2,32.8,36.365,43,19.0012
1023.0,2011,10,3,0,1,2,33.62,39.395,56,11.0014
1025.0,2011,23,2,0,1,1,26.24,30.305,69,6.0032
1027.0,2011,7,3,0,1,1,28.7,33.335,74,16.9979
1028.0,2012,18,1,0,1,1,5.74,4.545,26,35.0008
1030.0,2012,7,4,0,1,2,14.76,17.425,93,8.9981
1031.0,2011,8,4,0,0,1,8.2,12.88,69,0
1033.0,2011,15,1,0,1,1,13.94,15.15,31,26.0027
1046.0,2012,0,1,0,0,3,4.1,3.79,68,26.0027
1050.0,2011,8,3,0,1,2,29.52,34.85,74,7.0015
1054.0,2012,0,1,0,1,1,12.3,14.395,56,15.0013
1057.0,2011,6,2,0,1,1,21.32,25,88,11.0014
1061.0,2012,9,4,0,0,2,14.76,17.425,87,8.9981
1062.0,2011,11,4,0,1,2,10.66,14.395,60,6.0032
1066.0,2011,13,4,0,0,2,21.32,25,29,27.9993
1068.0,2012,12,4,0,0,1,16.4,20.455,62,19.0012
1069.0,2011,18,3,0,0,1,29.52,33.335,58,12.998
1081.0,2012,22,4,0,1,1,24.6,29.545,73,19.0012
1083.0,2012,11,1,0,1,1,22.96,26.515,60,8.9981
1084.0,2011,18,2,0,0,1,22.96,26.515,30,26.0027
1085.0,2012,21,4,0,1,2,12.3,14.395,52,16.9979
1094.0,2012,6,1,0,0,2,5.74,6.06,50,19.0012
1096.0,2011,21,4,0,1,1,24.6,31.06,53,23.9994
1100.0,2012,20,1,0,1,1,17.22,21.21,41,12.998
1105.0,2011,13,1,0,0,1,18.04,21.97,16,40.9973
1107.0,2012,18,2,0,1,1,31.16,33.335,27,15.0013
1108.0,2011,10,1,0,0,1,13.12,15.15,66,15.0013
1116.0,2011,0,1,0,1,1,13.94,16.665,53,12.998
1118.0,2011,18,1,0,1,2,13.94,15.91,76,16.9979
1121.0,2012,21,4,0,1,1,21.32,25,59,22.0028
1128.0,2012,13,3,0,1,1,35.26,39.395,44,15.0013
1131.0,2011,12,4,0,1,2,25.42,28.03,88,0
1135.0,2011,10,1,0,0,1,7.38,9.85,59,11.0014
1136.0,2011,13,2,0,1,2,28.7,32.575,58,40.9973
1141.0,2011,1,2,0,0,1,22.14,25.76,64,7.0015
1143.0,2012,0,1,0,1,1,5.74,6.82,50,12.998
1144.0,2011,9,1,0,1,2,6.56,11.365,93,0
1146.0,2011,15,4,0,1,3,19.68,23.485,94,7.0015
1148.0,2011,19,3,0,1,2,20.5,24.24,55,11.0014
1154.0,2012,9,3,0,1,2,27.06,30.305,83,39.0007
1156.0,2012,16,3,0,1,1,34.44,38.635,47,6.0032
1158.0,2012,16,1,0,1,1,24.6,31.06,40,15.0013
1160.0,2012,22,1,0,1,1,22.96,26.515,49,22.0028
1163.0,2011,16,4,0,1,1,27.06,31.06,74,15.0013
1164.0,2012,3,1,0,1,1,8.2,12.88,61,0
1169.0,2012,14,2,0,1,1,21.32,25,27,0
1170.0,2012,10,2,0,0,1,31.16,34.09,40,7.0015
1171.0,2012,20,4,0,0,2,15.58,19.695,82,0
1173.0,2011,18,1,0,1,1,12.3,15.15,22,8.9981
1174.0,2011,14,2,0,0,2,20.5,24.24,68,7.0015
1175.0,2011,1,3,1,0,1,26.24,28.79,83,6.0032
1178.0,2012,14,1,0,0,1,18.04,21.97,35,23.9994
1179.0,2011,20,2,0,1,1,20.5,24.24,34,11.0014
1183.0,2012,3,1,0,0,2,4.1,2.275,46,46.0022
1184.0,2012,4,4,0,1,1,22.14,25.76,77,0
1185.0,2012,5,1,0,0,3,9.02,11.365,93,11.0014
1187.0,2012,3,1,0,1,1,18.04,21.97,44,12.998
1192.0,2011,15,4,0,1,1,13.94,16.665,29,8.9981
1195.0,2011,0,1,0,1,1,9.02,11.365,69,11.0014
1199.0,2012,10,4,0,1,1,13.94,16.665,53,12.998
1200.0,2012,11,4,0,0,2,13.12,15.91,81,11.0014
1202.0,2012,12,3,1,0,1,35.26,39.395,41,15.0013
1207.0,2011,4,1,0,0,1,4.92,8.335,74,6.0032
1212.0,2012,7,4,0,1,2,26.24,28.79,89,6.0032
1214.0,2011,1,1,0,1,1,8.2,7.575,44,35.0008
1215.0,2011,16,2,0,1,3,24.6,28.79,78,16.9979
1221.0,2011,12,3,0,1,2,31.16,35.605,62,15.0013
1226.0,2012,7,3,0,1,2,28.7,33.335,84,11.0014
1231.0,2012,13,2,1,0,1,30.34,33.335,45,19.9995
1232.0,2011,5,1,0,1,1,5.74,7.575,86,11.0014
1233.0,2012,13,1,0,0,1,24.6,30.305,60,7.0015
1239.0,2012,19,1,0,0,2,8.2,7.575,40,36.9974
1243.0,2011,0,2,0,0,2,14.76,17.425,81,15.0013
1245.0,2012,0,1,0,1,2,18.86,22.725,77,22.0028
1246.0,2012,16,1,0,0,1,22.14,25.76,73,6.0032
1247.0,2011,11,4,0,0,1,25.42,31.06,53,6.0032
1250.0,2011,8,2,0,1,2,31.16,36.365,70,7.0015
1255.0,2012,5,4,0,1,1,14.76,17.425,50,11.0014
1257.0,2012,19,2,0,0,2,27.06,31.06,50,27.9993
1258.0,2012,23,3,0,0,1,22.96,26.515,52,19.0012
1261.0,2011,6,3,0,0,1,26.24,30.305,73,6.0032
1268.0,2011,18,4,0,0,1,15.58,19.695,71,0
1271.0,2011,1,4,0,1,2,18.86,22.725,88,19.9995
1274.0,2011,1,3,0,1,3,26.24,28.79,89,0
1278.0,2011,20,3,0,1,1,27.06,31.06,65,0
1279.0,2011,18,1,0,1,2,9.84,12.88,60,7.0015
1283.0,2011,12,1,0,1,2,12.3,15.91,81,6.0032
1285.0,2011,9,3,0,0,2,19.68,23.485,67,15.0013
1288.0,2012,6,3,0,1,3,26.24,28.79,83,12.998
1291.0,2012,14,1,0,1,1,13.94,17.425,23,7.0015
1293.0,2011,7,4,0,0,1,9.84,11.365,60,16.9979
1294.0,2011,0,4,0,0,1,20.5,24.24,63,26.0027
1296.0,2011,7,1,0,1,2,17.22,21.21,77,15.0013
1299.0,2011,7,2,0,1,3,22.96,26.515,78,11.0014
1300.0,2011,23,4,0,1,1,9.84,14.395,75,0
1305.0,2012,13,3,0,1,1,37.72,40.91,31,12.998
1306.0,2012,19,3,0,1,1,31.98,37.12,59,12.998
1308.0,2011,6,2,0,1,2,19.68,23.485,88,22.0028
1309.0,2012,4,1,0,1,1,6.56,7.575,55,16.9979
1313.0,2012,18,2,0,0,2,25.42,31.06,35,15.0013
1318.0,2012,0,4,0,1,1,13.94,16.665,57,11.0014
1319.0,2012,15,1,0,1,1,17.22,21.21,35,27.9993
1323.0,2011,17,1,0,0,1,7.38,7.575,37,26.0027
1327.0,2011,11,4,0,1,1,10.66,12.12,65,16.9979
1334.0,2012,11,2,0,1,3,27.06,30.305,83,23.9994
1336.0,2011,12,3,0,1,1,32.8,36.365,43,7.0015
1337.0,2011,22,4,0,1,1,20.5,24.24,68,0
1339.0,2011,19,2,0,1,2,17.22,21.21,82,19.0012
1346.0,2011,13,2,0,0,2,30.34,33.335,51,0
1347.0,2011,0,3,0,1,1,28.7,33.335,79,7.0015
1351.0,2012,8,3,0,1,3,25.42,27.275,91,11.0014
1352.0,2011,4,4,0,1,1,8.2,12.88,80,0
1353.0,2011,23,1,0,1,3,13.94,17.425,0,6.0032
1358.0,2012,1,3,0,0,1,30.34,34.85,70,16.9979
1365.0,2012,0,4,0,0,2,14.76,18.18,93,6.0032
1366.0,2012,19,3,0,0,1,25.42,31.06,50,8.9981
1367.0,2012,13,1,0,0,2,12.3,14.395,70,12.998
1372.0,2011,0,3,0,1,2,22.14,25.76,94,15.0013
1373.0,2011,5,3,0,1,1,22.96,26.515,88,0
1376.0,2011,14,2,0,0,1,21.32,25,34,26.0027
1377.0,2011,9,2,0,0,2,18.86,22.725,72,8.9981
1379.0,2012,4,2,0,1,2,21.32,25,72,6.0032
1387.0,2011,21,4,0,0,1,17.22,21.21,47,19.0012
1399.0,2012,7,4,0,1,2,14.76,16.665,66,19.9995
1405.0,2012,2,4,0,1,2,10.66,12.12,56,16.9979
1407.0,2011,6,2,0,1,2,29.52,35.605,84,6.0032
1408.0,2012,14,1,0,0,1,9.84,10.605,41,19.9995
1412.0,2011,21,3,0,1,3,26.24,28.79,89,6.0032
1414.0,2012,21,3,0,1,1,33.62,38.635,52,8.9981
1416.0,2011,15,3,0,1,3,25.42,27.275,94,7.0015
1420.0,2011,0,3,0,1,1,27.88,31.82,65,8.9981
1422.0,2012,6,2,0,1,1,13.12,15.91,57,11.0014
1431.0,2011,11,3,0,0,1,31.98,36.365,55,12.998
1433.0,2011,21,3,0,0,1,26.24,29.545,78,6.0032
1434.0,2012,2,1,0,1,1,9.84,12.12,56,8.9981
1436.0,2011,21,2,0,1,1,24.6,31.06,56,19.9995
1437.0,2012,16,2,0,1,2,26.24,31.06,44,19.0012
1438.0,2012,3,2,0,1,3,23.78,27.275,83,8.9981
1439.0,2011,16,4,0,1,1,16.4,20.455,40,12.998
1450.0,2011,12,2,0,0,2,19.68,23.485,77,7.0015
1451.0,2012,11,2,0,0,2,16.4,20.455,71,12.998
1455.0,2012,1,1,0,1,1,8.2,9.85,44,16.9979
1457.0,2012,20,1,0,1,1,10.66,11.365,37,31.0009
1463.0,2012,3,4,0,1,2,12.3,14.395,56,15.0013
1466.0,2011,21,3,0,1,3,22.14,25.76,88,19.0012
1474.0,2011,11,3,0,1,2,27.88,31.82,65,8.9981
